1075	1	4.85E-001	8.32E-001	80.00%	8406.62	3576.31	6.94E-001	8.55E-001	34.00%	12718.28	2273.21
1080	1	3.52E+000	6.33E+000	90.00%	6188.22	3538.41	4.06E+000	6.54E+000	40.00%	12441.42	2089.54
1085	1	3.68E-001	6.64E-001	88.00%	5816.58	3835.83	6.68E-001	9.35E-001	54.00%	12653.60	1849.61
1090	1	1.06E+000	1.84E+000	80.00%	7315.00	4278.32	5.09E+000	7.25E+000	42.00%	12960.74	2112.56
1095	1	9.95E-001	1.71E+000	86.00%	5450.66	3431.04	2.98E+000	4.10E+000	40.00%	12517.38	2091.38
1100	1	7.79E-001	1.36E+000	80.00%	6536.50	4505.86	4.95E-001	6.35E-001	40.00%	12745.16	2280.36
1105	1	3.23E+000	5.14E+000	78.00%	7765.14	3697.65	3.57E+000	4.76E+000	34.00%	13356.32	1462.42
1110	1	8.09E-001	1.38E+000	76.00%	7418.62	4551.34	1.71E+000	2.31E+000	48.00%	12524.02	2499.86
1115	1	6.26E-001	1.03E+000	78.00%	6697.54	4608.77	1.15E+000	1.68E+000	58.00%	12619.24	2390.64
1120	1	2.01E+000	3.43E+000	82.00%	6505.92	4453.99	2.19E+000	3.06E+000	44.00%	12186.22	3078.07
1125	1	2.77E+000	4.85E+000	80.00%	6316.84	4471.88	6.37E+000	9.37E+000	40.00%	13065.64	2030.43
